idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1802,36,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,6.4814782,46,18.846153,13.666667
1804,41,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,,40.198082,40,10.198719,2.1666667
1805,40,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.772943,35,15.993589,0
1807,38,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,10.257647,40,16.576923,3.75
1810,36,White,Married,Has been married,15,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.958127,24,15.02564,15
1814,42,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,8.2850199,40,7.7884612,4.8333335
1815,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Sales,Nonunion,6.1916251,45,13.25,2.1666667
1817,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,7.5281787,40,17.75,17.75
1818,41,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,5.4186792,40,10.134615,6.9166665
1819,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Union,5.6360707,40,13.884615,13.833333
1822,45,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,8.9049911,40,21.083334,21.083334
1823,36,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,9.8550701,40,11.384615,8.833333
1825,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,3.220612,33,9.0769234,.083333336
1826,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,5.4186792,40,11.532051,4.5833335
1827,38,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,9.2995138,40,10.897436,3.8333333
1828,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,9.6135225,44,15.903846,15.833333
1829,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Construction,Service,Nonunion,5.8051524,8,6.0576925,1.4166666
1830,39,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,10.644117,48,16.98077,8.583333
1831,41,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,,Laborers,,1.6806006,30,6.5769234,1.5833334
1833,38,White,Single,Never married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,10.483089,48,17.75,6.1666665
1842,44,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,6.9887218,40,16.326923,8.666667
1843,43,Black,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.0322061,40,18.801283,13.5
1845,40,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,4.2270532,44,8.5128212,1.25
1847,40,Black,Single,Has been married,11,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,2.777777,40,3.4615383,.66666669
1853,36,White,Married,Has been married,11,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,7.737515,50,8.9294872,8.916667
1854,35,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,3.0100322,30,3.3653846,.66666669
1856,35,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,11.537839,40,9.6794872,4.4166665
1857,44,Black,Single,Has been married,9,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,3.0595808,40,5.8782053,3.0833333
1858,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,3.6231885,35,14.673077,4.8333335
1860,35,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,16.529789,45,17.557692,1.75
1863,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Laborers,Union,20.644119,30,17.083334,17.083334
1864,39,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Nonunion,6.8035407,40,15.653846,10.416667
1865,40,White,Married,Has been married,17,College grad,South,SMSA,Central city,Professional services,Other,Union,6.6908193,50,15.602563,.83333331
1866,37,White,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,13.405793,32,15.666667,15.666667
1867,35,White,Single,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,5.0161028,32,16.448717,16.416666
1868,43,White,Single,Never married,6,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.777777,5,18.961536,3.3333333
1872,40,White,Single,Never married,9,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.220612,40,4.9038463,.083333336
1873,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.0128825,25,18.423077,4.1666665
1875,41,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.2946849,27,8,3.1666667
1876,37,White,Married,Has been married,15,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,10.466988,40,14.192307,.5
1878,41,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,11.223828,40,11.596154,1.6666666
1879,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Nonunion,2.801002,12,6.724359,.33333334
1880,37,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.2657,20,9.9615383,3.25
1881,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,,5.434783,40,19.775639,7.0833335
1882,40,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,9.6779356,40,15.814102,2.0833333
1883,42,White,Single,Has been married,9,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.0434775,32,12.134616,7.4166665
1884,44,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.8695626,38,12.980769,4.1666665
1886,36,Black,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Personal services,Laborers,Nonunion,8.0515299,30,7.6153846,2.3333333
1890,35,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,11.610305,40,15.371796,11.25
1891,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Union,8.0515299,40,19,6.0833335
1892,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Operatives,,6.6889634,15,14.346154,4.6666665
1894,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,8.4299459,40,16.942308,11.666667
1895,39,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Managers/Admin,Nonunion,10.998388,48,17.999998,5.4166665
1896,36,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.5088553,40,14.423077,.083333336
1899,41,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,5.1610308,60,11.442307,1.8333334
1905,44,White,Married,Has been married,18,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,6.1916251,50,14.384615,2.8333333
1910,39,White,Married,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,6.5056314,50,16.01923,15.833333
1911,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.5555539,40,10.301281,6.8333335
1915,40,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,11.996774,40,17.288462,11.833333
1918,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,6.7632799,22,18.846153,18.833334
1921,44,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Professional/Technical,,40.198082,40,26.846151,20.5
1925,34,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Union,6.5056314,38,13.884616,9.333333
1926,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,5.6360707,30,10.173077,1.75
1927,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Professional/Technical,,13.687601,8,13.108974,1.9166666
1928,45,White,Single,Never married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,17.02898,40,18.833334,18.833334
1929,36,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,7.1578097,55,15.865385,14.833333
1930,41,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,10.837358,40,12.878205,6.75
1932,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,,7.1782269,56,14.673077,3.25
1934,40,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,11.669997,30,7.9615383,.16666667
1939,39,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Personal services,Sales,,3.6231885,30,10.929487,7.4166665
1941,34,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,2.7858286,40,12.743589,7.4166665
1944,37,Black,Single,Has been married,11,Not college grad,Not south,SMSA,Central city,Personal services,Sales,Nonunion,5.5394502,40,10.833333,10.833333
1949,40,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,3.8647339,15,11.217949,3.3333333
1951,42,Black,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,,3.3602147,25,12,0
1953,35,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,1.610306,7,.40384614,.16666667
1957,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,3.8727839,40,8.0256414,5.5
1958,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,12.077295,40,10.538462,4.9166665
1959,41,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.5426712,24,4.8012819,2.3333333
1962,45,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Personal services,Laborers,,2.7616735,15,14.429487,14.166667
1964,45,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Sales,,5.434783,50,18.096153,14.083333
1965,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,,40.198082,40,18.211538,1
1967,40,White,Single,Never married,18,College grad,South,SMSA,Central city,Construction,Managers/Admin,Union,11.457324,50,15.762821,3
1968,35,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Union,9.29146,40,11.423077,8.833333
1970,44,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,2.7858286,20,9.2628212,3.4166667
1973,36,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,,7.7341142,40,7.9358974,6.6666665
1974,34,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.2608652,45,11.429486,.75
1982,37,White,Single,Never married,16,College grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,12.479871,40,17.211538,9.333333
1988,42,White,Single,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Personal services,Transport,,5.6360707,23,15.858975,4.4166665
1989,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,,8.3612032,20,.96794868,.16666667
1990,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.0241528,40,15.538462,0
1994,38,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,3.6231885,25,10.461538,3.9166667
1995,37,White,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Business/Repair svc,Sales,Nonunion,4.5088553,40,6.8782053,3.8333333
1996,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,7.2866311,39,13.339743,2.8333333
